,0
611,"理财包含两部分，风险和收益，我们的目的就是控制风险，提高收益。两者中，控制风险更重要，因为留的青山在不怕没柴烧。本钱都没有了，想得到收益是不可能的。

所有的理财课程都会提到资产配置的问题，本文参考桥水基金达里奥的资产配置情况，根据自己的具体情况，设计了一套配置方案，供大家参考。

## 1 安全桶55%

1. 现金40%

- 货币基金50%

- 短期债50%

2. 中长期债券50%

- 中期债25%

- 长期债75%

3. 保险10%

- 意外险

- 重疾

- 医疗

- 人寿

4. 房产

## 2 风险收益桶40%

1. 股票60%

- 美股：标普500，35%

- 中股：中证指数，45%

- 互联网科技股，10%

- 其他热门板块，10%

2. 黄金20%

- 黄金ETF，100%

3. 大宗商品20%

- 原油等期货等，100%

## 3 梦想桶5%

1. 购物

2. 旅游

3. 约会

## 4 备注

1. 股票投资由于波动风险较大，所以采用定投策略，在时间上分散，定投最好可以自动进行，抛开人性的作用，但是适当认为关注可能会更好。

2. 股票投资要以10年为目标，利用复利的力量，72除以年化收益率就是资产翻倍的时间

3. 每个季度进行一次再平衡

4. 投资的前提是不亏本，以稳为主

5. 别人恐惧时，可以贪婪

6. 要有耐心，不要怕没有机会

7. 努力提升场外赚钱能力，才能有足够的定力坚持很长时间，跨越牛熊

8. 这是一套理财原则，执行即可 收起全文d"
612,搬运一个关于美国医疗体系的mg动画#mg动画# #医疗# LMG动画星球的微博视频
613,"【抗疫行動】
小小上班tips⚠️
慢慢越來越多公司開始復工，
在病毒徹底消失前，
絕對別掉以輕心！
注意這六部曲，保護好自己💪

#香港保險 #理財#危疾 #投資#醫療#人壽#儲蓄#自願醫保#保險經紀人#保險業務員#買保險找我🙋🏻‍♂️#健康##健康生活#"
614,"日本厚生劳动省认定医药
改善运动器官疾病伴发的疼痛性痉挛
腰背疼痛、变形性脊椎病、椎间盘突出、脊柱分离・滑脱症、脊柱骨质疏松、颈肩腕综合症等#医疗##健康##腰椎间盘突出##医药#"
615,"#医疗# 《迈瑞医疗持续实现高端客户群突破》
近日，我国最大的医疗器械企业迈瑞医疗发布2019年度报告，实现营业165.56医院，同比增长20.38%；实现归母净利润46.81亿元，同比增长25.85%。@环闻网 @粉丝头条官方微博
O迈瑞医疗持续实现高端客户群突破"
616,"👶🏻儿癌是可以被治愈的👧🧒🧑🏻‍🦰
在台湾医界的努力下，儿童癌症医学朝向质量改善与友善医疗精进，使儿童癌症治愈率突破八成，治疗成绩更与世界齐名。🙏🙏🙏 #医疗 #台灣
👉O跨科整合，治疗儿癌大跃进"
617,
618,"#特别关注#【一堂课 一个号 一张卡 成德眉资公共服务迈向同城化】
“同城化异地养老”，这是成德眉资四市逐步推进公共服务便民共享的成果之一。作为推动#成渝地区双城经济圈#建设的“先手棋”，成德眉资四市将逐步在教育、社保、#医疗#、人力资源、养老服务等领域，实现更多合作，让广大市民切身感受到同城化带来的发展和变化……一起来看！

详情请戳：O网页链接 收起全文d"
619,#出口# #医疗# #海关# 商务部 海关总署 国家药品监督管理局公告2020年第5号 关于有序开展医疗物资出口的公告O商务部 海关总署 国家药品监督管理局公告2020年第5号 关于有序开展医疗物资出口的公告
620,#医疗##公益##每日一善# 一块巨大的石头能瞬间砸死一个人，但敲碎后再一块块砸向他便能安然无恙的话，我们是否可以当病人拿到确诊报告时也如法炮制呢？这个消息在告知病人的那一刻无疑就是那块“大石头”，我们是否能做些什么，让这个“大石头”变成小石块呢？
621,
622,【#丰田# “战疫”下转行？不搞汽车搞医疗】对医疗器械制造商提供丰田生产方式(TPS)的诀窍，协助呼吸机等增产。以丰田为中心组建支援小组，支援因医疗器械增产而面临挑战的厂商。通过丰田的供应链，也将推进医疗用口罩、防护服、体温计等卫生用品采购支援的努力。#丰田章男##医疗##口罩# O丰田“战疫”下转行？不搞汽车搞医疗 收起全文d
623,#第三批援意医疗专家组回国#虽然咱们自己#医疗# 资源都不一定够用，让人心里有点不舒服！但是人家#意大利# 至少懂得#感恩# 啊，没有一边用着咱的物资一边嫌弃不好，甚至一边索赔啊！以后热脸贴冷屁股的事儿咱们能不能少干💊💊 2石家庄
624,医用水凝胶 2005年，吉原生物公司因水凝胶而生。十五年来，吉原生物专注于水凝胶材料的研发、#安全生产# ，为数百万人贡献了#健康生活# 。水凝胶世界的探索方兴未艾，吉原生物的事业还在出发的路上。#医疗# #健康# L许牧楸的微博视频
625,#全球卫生系统最薄弱国家# 塞拉利昂只有一台呼吸机，而该国却有约750万人口。当地媒体报道称，唯一的呼吸机在一家私人医院，当地17家公立医院均无呼吸机。塞拉利昂为全球卫生系统最薄弱的国家之一，已累计确诊6例新冠肺炎病例。戳↓↓#医疗# L五加红的微博视频
626,"刚刚在输液中途发现输液瓶里面有小的垃圾颗粒，已经输液到一半！
发现以后告诉护士，但是他们并不处理，让我选择不输或者继续输液！
我想问问大家，会不会照成什么医疗事故，有没有什么影响，出现这种事情应该找谁？#重庆医疗##医疗##医疗安全##卫生局##重庆新闻#"
627,
628,"首先，父母年纪大了基本的医保一定要有。
然后可以购买商业医疗保险做为补充，建议购买防癌险、百万医疗险、特药险（癌症靶向药）。#医疗##保险#

1. 患有重大疾病时，经济来源第一受到影响，在需要高额治疗费和医疗费的同时，又没有了经济来源，无疑时雪上加霜，而重疾险可以有效解决这个问题。

重疾险的理赔是确诊即赔付的，如果不幸患有合同保障的重大疾病，则可以向保险公司领取这笔赔偿金，至于这笔钱的支配，可以用于前期的治疗，也可用于后期康复的费用，完全由自己处置，有效缓解因患有重大疾病而带来的经济冲击。

2.防癌险是重大疾病保险的一种，但提供的是专门针对恶性肿瘤疾病的保障。

该产品的给付方式和重疾险一样，只要首次确诊，就可以一次性得到一笔理赔金。

防癌险作为单一病种产品，投保年龄宽泛，可以成为重疾保障组合的补充产品，但不能够完全替代重疾险。对于买不了重疾险的人群，防癌险就是最好的替补队员。

父母龄越大，逐渐步入人生的疾病高发期，防癌险的健康告知相对宽松，比较容易通过核保。

防癌险产品投保范围相对宽泛，50岁-75岁之间的中老年人都可以投保，解决了一般重疾险年龄超限的问题。

同时，防癌险的核心在于癌症保障，由于保障病种只针对癌症，所以价格较为亲民，从而解决了保费过高、杠杆过低的问题。

3.百万医疗险属于费用型补偿型医疗保险，简单来说就是赔付你所花费的医疗费用，一般根据保障内容的不同，所能够赔付的比例也不相同。

这种保险相对于重疾险保费低廉，应用范围广并且保障额度高，性价比很高，有效抵御因患病住院治疗带来的经济压力。

4.针对一些重大疾病，药物治疗必须通过特效药治疗，然而有一些进口药不光价格昂贵，购买起来也很费劲，比如《我不是药神》中的格列宁就是一个很好的例子，服药患者一个月的药费高达2.4万，一年费用接近30万，没有医保，需全部自费。

所以，一份特药险能有效解决“天价”药和购药难的问题，是不错的保障型保险。 O有没有适合50岁人买的保险？ 收起全文d"
629,输液瓶里有渣渣怎么办？会有什么影响#重庆医疗##医疗##医疗安全#
630,
631,"医疗器械的特点与分类（三）
怎么样要求病人记日记卡？
严格按照方案要求，详细向病人进行逐项讲解，确保病人能够理解要求，做到真实、及时、完整的记录。

专业与伦理的关系？
伦理批准后，专业方可以开始临床试验；
临床试验过程中发生 SAE，应报告伦理委员会；
试验过程中伦理委员会有权力要求暂定或终止。

伦理通过了临床试验的申请，专业做不做？还是要讨论？
依据我机构的流程，临床试验项目在接洽阶段就会由专业组负责人对项目可行性情况进行确认；确认可执行才会接受该项目，在方案定稿、合作协议初步沟通后再递交伦理；因此伦理通过了，就应该执行接受项目，不需要讨论。

IV期临床试验为什么要做2000例？
2000 例的样本量可以观察到低于 0.05%发生率的不良事件
#医疗# #医疗器械# #医疗器械资讯# #临床试验# #CRC# #CRA# #临床协调员# #临床监察员#
来源 ： 临语堂 收起全文d"
632,
633,"医疗器械的特点与分类（二）
有药物回收登记吗？为什么要回收？
有药物回收登记表，回收药物是为了确保试验用药物使用的真实性，即所有试验用药品仅用于该临床试验的受试者。

药品还有3个月到期，如何做？
应立即通知申办方；
并密切注意正在进行研究的受试者是否有可能会在药物到期后还在研究中；
和申办方确认新批次的药物是否能在过期前到达中心，如果不能到达，则考虑暂停入组。

药品由谁接收？要检查哪些项目？
药品由机构办公室接受；
需要检查：包装是否完好、数量是否准确、运输过程的条件是否符合要求、药物编号是否无误。

如何让受试者分组？是否签知情同意书？
依据编码顺序发药，确保受试者随机进入不同的研究组别；必须签署知情同意书。

应急信件的作用？
在紧急情况发生时，紧急拆阅了解受试者被分配到哪个组别，接受什么治疗。
#医疗# #医疗器械# #医疗器械资讯# #临床试验# #CRC# #CRA# #临床协调员# #临床监察员#
来源 ： 临语堂 收起全文d"
634,
635,"【世所罕见！卫星见证，武汉奇迹】在过去的76天里，武汉创造了生命的奇迹。
过境武汉上空的卫星从纷杂的社会生活图景中综合分析各类数据，从另一个角度诠释了载入史册的76天。
这是一场史无前例的战役，武汉胜则湖北胜，湖北胜则全国胜。
每个数字都是一个奇迹。这是属于每个武汉人的奇迹！
来源：新华社#经济# #医疗# LKen_Lee-97的微博视频 收起全文d"
636,【中国为战胜疫情，投入了多少钱？最新数字公开，美欧多国沉默了】据媒体报道，最近爆发的疫情让全世界都措手不及，为了抑制病毒的扩散，很多国家都付出了巨大努力，那么中国为战胜疫情，投入了多少钱？在中国“战疫”成本最新数字公开后，美国和欧洲多国都沉默了。#经济##医疗# LKen_Lee-97的微博视频
637,
638,"医疗
近日，英国制药巨头葛兰素史克宣布，已和养生堂厦门万泰开展研究合作，以评估养生堂厦门万泰与厦门大学开发的重组蛋白2019冠状病毒候选疫苗（COVID-19 XWG-03）。GSK将向养生堂厦门万泰提供预防疾病大流行的疫苗佐剂系统，用于该疫苗的临床前评估。具体财务细节未披露。

在一些疫苗中使用佐剂能增强免疫应答，从而能产生比单独使用疫苗更强、更持久的免疫力。GSK首席执行官艾玛·沃尔姆斯利（Emma Walmsley）表示，在新冠肺炎大流行情况下，佐剂的使用尤为重要，因为佐剂有助于提高疫苗产量，而高疫苗接种率对提供保护至关重要，能让更多的人接种疫苗。据GBI报道，GSK已经向三叶草生物制药有限公司和澳洲昆士兰大学提供其佐剂技术。沃尔姆斯利说：“其中一项合作已经在首批临床前实验中产生了佐剂的初步效果”。

此次已是GSK和厦门万泰第二次达成合作。GBI曾报道，双方首次于2019年9月就新一代佐剂人乳头瘤病毒（HPV）疫苗的开发和商业化签订了合作协议。根据协议，GSK将厦门生产出的多个型别HPV疫苗抗原提供给GSK，由GSK将这些抗原和GSK的专利AS04佐剂结合，以研发新的HPV疫苗并在全球范围实现商业化。

与此同时，GSK与Vir Biotechnology公司已经签署一项具有约束力的协议，联合研发针对冠状病毒感染的疗法，其中也包括针对新型冠状病毒SARS-CoV-2的药物。双方将利用GSK在基因组学方面的专业积累以及双方在CRISPR筛选、人工智能方面的技术储备来筛选靶向细胞宿主基因的抗冠状病毒化合物。Vir Biotechnology专有的技术平台将用来生产相关单克隆抗体。为了获得Vir Biotechnology的技术，GSK将以37.73美元/股的价格对Vir Biotechnology进行2.5亿美元的股权投资。

#医疗# 收起全文d"
